"type","durationMinutes","startTime","endTime","startNum","endNum","eventLChla"
"Severe",450.000000000921,"2024-07-21 12:30:00","2024-07-21 20:00:00",54.59047,54.59132,0.101706882
"Severe",690.000000001163,"2024-07-21 22:30:00","2024-07-22 10:00:00",54.59161,54.59292,0.269928969541667
"Severe",1379.99999999859,"2024-07-22 12:00:00","2024-07-23 11:00:00",54.59315,54.59578,0.349725083978723
"Severe",7461.99999999748,"2024-07-23 13:30:00","2024-07-28 17:52:00",54.59606,54.61026,0.152982442598394
"Severe",1740.00000000456,"2024-07-28 19:52:00","2024-07-30 00:52:00",54.61049,54.6138,0.565724312949152
"Severe",2310.00000000373,"2024-07-30 02:52:00","2024-07-31 17:22:00",54.61403,54.61842,0.311598785628205
"Severe",8040.00000000251,"2024-07-31 22:52:00","2024-08-06 12:52:00",54.61905,54.63435,0.183178226513011
"Severe",450.000000000921,"2024-08-06 14:52:00","2024-08-06 22:22:00",54.63457,54.63543,0.53583054875
"Severe",2850.00000000334,"2024-08-07 00:22:00","2024-08-08 23:52:00",54.63566,54.64108,0.150978912927083
"Severe",120.000000001988,"2024-08-09 01:52:00","2024-08-09 03:52:00",54.64131,54.64154,0.768910964
"Severe",2579.9999999998,"2024-08-09 05:52:00","2024-08-11 00:52:00",54.64177,54.64667,0.382940212471264
"Severe",630.000000002036,"2024-08-11 02:52:00","2024-08-11 13:22:00",54.6469,54.6481,0.155265451909091
"Severe",1410.00000000189,"2024-08-11 15:22:00","2024-08-12 14:52:00",54.64833,54.65101,0.423554388354167
"Severe",299.999999999369,"2024-08-12 21:52:00","2024-08-13 02:52:00",54.65181,54.65238,0.447547109545455
"Severe",690.000000004898,"2024-08-13 05:52:00","2024-08-13 17:22:00",54.65272,54.65404,0.462151217583333
"Severe",420.000000001357,"2024-08-13 19:52:00","2024-08-14 02:52:00",54.65432,54.65512,0.3932105096
"Severe",629.999999998302,"2024-08-14 05:52:00","2024-08-14 16:22:00",54.65546,54.65666,0.380865233227273
"Severe",599.999999998738,"2024-08-14 20:52:00","2024-08-15 06:52:00",54.65718,54.65832,0.588938282666667
"Severe",390.000000001794,"2024-08-15 09:22:00","2024-08-15 15:52:00",54.6586,54.65935,0.181099437642857
"Severe",360.000000002231,"2024-08-15 22:52:00","2024-08-16 04:52:00",54.66014,54.66083,0.503328541538462
"Severe",479.99999999675,"2024-08-16 08:52:00","2024-08-16 16:52:00",54.66129,54.6622,0.386344105882353
"Severe",240.000000003977,"2024-08-17 01:52:00","2024-08-17 05:52:00",54.66323,54.66368,0.633737032222222
"Severe",360.000000002231,"2024-08-17 11:52:00","2024-08-17 17:52:00",54.66437,54.66505,0.445375232307692
"Severe",510.000000003782,"2024-08-17 23:52:00","2024-08-18 08:22:00",54.66574,54.66671,0.512609005555556
"Severe",359.999999998496,"2024-08-18 12:22:00","2024-08-18 18:22:00",54.66717,54.66785,1.90573683461538
"Severe",1170.00000000165,"2024-08-19 00:22:00","2024-08-19 19:52:00",54.66854,54.67076,0.81546658035
"Severe",2880.00000000291,"2024-08-19 21:52:00","2024-08-21 21:52:00",54.67099,54.67647,0.266811672134021
"Severe",659.999999997865,"2024-08-22 02:52:00","2024-08-22 13:52:00",54.67704,54.6783,0.402331511695652
"Severe",389.999999998059,"2024-08-22 15:52:00","2024-08-22 22:22:00",54.67852,54.67927,0.387362736428571
"Severe",1380.00000000233,"2024-08-23 00:22:00","2024-08-23 23:22:00",54.67949,54.68212,0.396257729914894
"Severe",2130.00000000262,"2024-08-24 04:22:00","2024-08-25 15:52:00",54.68269,54.68674,0.432527469916667
"Severe",1230.00000000077,"2024-08-25 17:52:00","2024-08-26 14:22:00",54.68697,54.68931,0.4376099365
"Severe",2849.99999999587,"2024-08-26 18:52:00","2024-08-28 18:22:00",54.68982,54.69525,0.264535406364583
"Severe",1230.00000000077,"2024-08-28 21:22:00","2024-08-29 17:52:00",54.69559,54.69793,0.267447106285714
"Severe",930.000000001405,"2024-08-30 02:22:00","2024-08-30 17:52:00",54.6989,54.70067,0.237996347375
"Severe",870.000000002278,"2024-08-31 04:22:00","2024-08-31 18:52:00",54.70187,54.70352,0.6901171583
"Severe",509.999999996313,"2024-09-01 00:52:00","2024-09-01 09:22:00",54.70421,54.70518,0.532762511111111
"Severe",450.000000000921,"2024-09-01 11:22:00","2024-09-01 18:52:00",54.70541,54.70626,0.470220964
"Severe",1319.99999999946,"2024-09-02 01:22:00","2024-09-02 23:22:00",54.70701,54.70952,0.489705624111111
"Severe",5340.00000000072,"2024-09-03 01:22:00","2024-09-06 18:22:00",54.70975,54.7199,0.265525803413408
"Severe",930.000000001405,"2024-09-07 00:22:00","2024-09-07 15:52:00",54.72059,54.72236,0.24099471153125
"Severe",25740.0000000026,"2024-09-07 17:52:00","2024-09-25 14:52:00",54.72259,54.77156,0.0469552228088578
"Severe",16140.0000000041,"2024-09-25 16:52:00","2024-10-06 21:52:00",54.77179,54.8025,0.118796042393321
"Severe",329.999999998932,"2024-10-07 04:22:00","2024-10-07 09:52:00",54.80324,54.80387,0.588756976666667
"Severe",5939.99999999946,"2024-10-07 12:52:00","2024-10-11 15:52:00",54.80421,54.81551,0.204963643221106
"Severe",420.000000001357,"2024-10-11 19:52:00","2024-10-12 02:52:00",54.81597,54.81677,0.433012180666667
"Severe",3539.99999999704,"2024-10-12 06:52:00","2024-10-14 17:52:00",54.81722,54.82396,0.387067896411765
"Severe",1230.00000000077,"2024-10-14 22:22:00","2024-10-15 18:52:00",54.82447,54.82681,0.3289907615
"Severe",13979.9999999982,"2024-10-15 23:22:00","2024-10-25 16:22:00",54.82732,54.85392,0.303062913559829
"Severe",419.999999997623,"2024-10-25 20:22:00","2024-10-26 03:22:00",54.85438,54.85518,0.644976723333333
"Severe",510.000000000048,"2024-10-26 07:22:00","2024-10-26 15:52:00",54.85564,54.85661,0.663170707777778
"Severe",389.999999998059,"2024-10-26 21:52:00","2024-10-27 04:22:00",54.85729,54.85803,0.719996054285714
"Severe",569.999999999175,"2024-10-27 06:52:00","2024-10-27 16:22:00",54.85832,54.8594,0.5712538
"Severe",1229.99999999704,"2024-10-27 21:52:00","2024-10-28 18:22:00",54.86003,54.86237,0.64240719
"Severe",360.000000002231,"2024-10-28 23:22:00","2024-10-29 05:22:00",54.86294,54.86363,0.630046929230769
"Severe",329.999999998932,"2024-10-29 11:22:00","2024-10-29 16:52:00",54.86431,54.86494,0.739057269166667
"Severe",990.000000000532,"2024-10-30 02:22:00","2024-10-30 18:52:00",54.86602,54.86791,0.745593217647059
"Severe",1200.00000000121,"2024-10-30 22:52:00","2024-10-31 18:52:00",54.86836,54.87065,0.607078350487805
"Severe",299.999999995634,"2024-11-01 00:52:00","2024-11-01 05:52:00",54.87133,54.8719,0.798138281818182
"Severe",299.999999999369,"2024-11-01 14:23:00","2024-11-01 19:23:00",54.87287,54.87345,0.883068883636364
"Severe",5640.00000000382,"2024-11-02 01:23:00","2024-11-05 23:23:00",54.87413,54.88486,0.658385710529101
"Severe",3419.99999999878,"2024-11-06 03:53:00","2024-11-08 12:53:00",54.88537,54.89188,0.699420772556522
"Severe",389.999999998059,"2024-11-08 18:53:00","2024-11-09 01:23:00",54.89257,54.89331,0.741051500714286
"Severe",59.9999999953923,"2024-11-09 04:53:00","2024-11-09 05:53:00",54.89371,54.89382,0.953128123333333
"Severe",389.999999998059,"2024-11-09 07:53:00","2024-11-09 14:23:00",54.89405,54.89479,0.631804535714286
"Severe",510.000000000048,"2024-11-09 20:53:00","2024-11-10 05:23:00",54.89553,54.8965,0.729200484444444
"Severe",450.000000000921,"2024-11-10 07:23:00","2024-11-10 14:53:00",54.89673,54.89759,0.5685978675
"Severe",330.000000002667,"2024-11-10 20:23:00","2024-11-11 01:53:00",54.89822,54.89885,0.761850743333333
"Severe",360.000000002231,"2024-11-11 08:53:00","2024-11-11 14:53:00",54.89964,54.90033,0.587103150769231
"Severe",NA,"2024-11-11 20:53:00",NA,54.90101,NA,NA
"Moderately Severe",NA,NA,"2024-06-12 10:00:00",NA,54.48333,NA
"Moderately Severe",50730.0000000012,"2024-06-12 12:00:00","2024-07-17 17:30:00",54.48356,54.58008,0.532991204567376
"Moderately Severe",28372.0000000032,"2024-07-17 20:00:00","2024-08-06 12:52:00",54.58037,54.63435,0.281328457451374
"Moderately Severe",6360.00000000081,"2024-08-06 14:52:00","2024-08-11 00:52:00",54.63457,54.64667,0.343243875896714
"Moderately Severe",8130.0000000012,"2024-08-11 02:52:00","2024-08-16 18:22:00",54.6469,54.66237,0.620667649110294
"Moderately Severe",18450.0000000004,"2024-08-17 00:22:00","2024-08-29 19:52:00",54.66306,54.69816,0.555842754038961
"Moderately Severe",1260.00000000034,"2024-08-30 02:22:00","2024-08-30 23:22:00",54.6989,54.7013,0.497004183395349
"Moderately Severe",9480.00000000023,"2024-08-31 04:22:00","2024-09-06 18:22:00",54.70187,54.7199,0.450891653782334
"Moderately Severe",26790.0000000023,"2024-09-07 00:22:00","2024-09-25 14:52:00",54.72059,54.77156,0.0568200191254199
"Moderately Severe",52710.0000000023,"2024-09-25 16:52:00","2024-11-01 07:22:00",54.77179,54.87207,0.371668334066515
"Moderately Severe",NA,"2024-11-01 09:23:00",NA,54.8723,NA,NA
"Moderate",NA,NA,"2024-06-12 10:00:00",NA,54.48333,NA
"Moderate",50790.0000000004,"2024-06-12 12:00:00","2024-07-17 18:30:00",54.48356,54.58019,0.534737930417946
"Moderate",43071.9999999984,"2024-07-17 20:30:00","2024-08-16 18:22:00",54.58042,54.66237,0.360351967933844
"Moderate",18480,"2024-08-16 23:52:00","2024-08-29 19:52:00",54.663,54.69816,0.558516419915721
"Moderate",180.000000001115,"2024-08-29 21:52:00","2024-08-30 00:52:00",54.69839,54.69873,2.89075124285714
"Moderate",1289.9999999999,"2024-08-30 02:52:00","2024-08-31 00:22:00",54.69896,54.70141,0.787421655818182
"Moderate",9480.00000000023,"2024-08-31 04:22:00","2024-09-06 18:22:00",54.70187,54.7199,0.450891653782334
"Moderate",26910.0000000005,"2024-09-06 22:22:00","2024-09-25 14:52:00",54.72036,54.77156,0.0720242697982163
"Moderate",52710.0000000023,"2024-09-25 16:52:00","2024-11-01 07:22:00",54.77179,54.87207,0.371668334066515
"Moderate",NA,"2024-11-01 09:23:00",NA,54.8723,NA,NA
"Marginal",NA,NA,"2024-06-12 10:00:00",NA,54.48333,NA
"Marginal",93982.0000000007,"2024-06-12 12:00:00","2024-08-16 18:22:00",54.48356,54.66237,0.457191026358442
"Marginal",18570.0000000024,"2024-08-16 22:52:00","2024-08-29 20:22:00",54.66288,54.69822,0.571282381109677
"Marginal",1559.99999999971,"2024-08-29 22:22:00","2024-08-31 00:22:00",54.69844,54.70141,1.18362489973585
"Marginal",9480.00000000023,"2024-08-31 04:22:00","2024-09-06 18:22:00",54.70187,54.7199,0.450891653782334
"Marginal",27029.9999999988,"2024-09-06 20:22:00","2024-09-25 14:52:00",54.72013,54.77156,0.0797280720965594
"Marginal",52710.0000000023,"2024-09-25 16:52:00","2024-11-01 07:22:00",54.77179,54.87207,0.371668334066515
"Marginal",NA,"2024-11-01 09:23:00",NA,54.8723,NA,NA
"Sub-Optimal",NA,NA,"2024-06-12 10:00:00",NA,54.48333,NA
"Sub-Optimal",94012.000000004,"2024-06-12 12:00:00","2024-08-16 18:52:00",54.48356,54.66243,0.458416776509572
"Sub-Optimal",20369.9999999986,"2024-08-16 20:52:00","2024-08-31 00:22:00",54.66266,54.70141,0.659530473638235
"Sub-Optimal",36630.000000001,"2024-08-31 04:22:00","2024-09-25 14:52:00",54.70187,54.77156,0.183588085542998
"Sub-Optimal",52710.0000000023,"2024-09-25 16:52:00","2024-11-01 07:22:00",54.77179,54.87207,0.371668334066515
"Sub-Optimal",NA,"2024-11-01 09:23:00",NA,54.8723,NA,NA
