#,Date-Time (EST/EDT),Temperature   (°C),Button Down,Started Offset,Stopped,Button Up,End of File
48,10/21/2024 16:34:40,16.857,,,,,
49,10/21/2024 16:44:40,16.889,,,,,
50,10/21/2024 16:54:40,16.889,,,,,
51,10/21/2024 17:04:40,16.889,,,,,
52,10/21/2024 17:14:40,16.900,,,,,
53,10/21/2024 17:24:40,16.932,,,,,
54,10/21/2024 17:34:40,16.964,,,,,
55,10/21/2024 17:44:40,16.975,,,,,
56,10/21/2024 17:54:40,17.007,,,,,
57,10/21/2024 18:04:40,17.029,,,,,
58,10/21/2024 18:14:40,17.018,,,,,
59,10/21/2024 18:24:40,16.997,,,,,
60,10/21/2024 18:34:40,17.007,,,,,
61,10/21/2024 18:44:40,17.018,,,,,
62,10/21/2024 18:54:40,17.029,,,,,
63,10/21/2024 19:04:40,17.007,,,,,
64,10/21/2024 19:14:40,16.986,,,,,
65,10/21/2024 19:24:40,16.975,,,,,
66,10/21/2024 19:34:40,16.986,,,,,
67,10/21/2024 19:44:40,17.039,,,,,
68,10/21/2024 19:54:40,17.029,,,,,
69,10/21/2024 20:04:40,17.018,,,,,
70,10/21/2024 20:14:40,17.007,,,,,
71,10/21/2024 20:24:40,16.986,,,,,
72,10/21/2024 20:34:40,16.964,,,,,
73,10/21/2024 20:44:40,16.932,,,,,
74,10/21/2024 20:54:40,16.889,,,,,
75,10/21/2024 21:04:40,16.857,,,,,
76,10/21/2024 21:14:40,16.750,,,,,
77,10/21/2024 21:24:40,16.718,,,,,
78,10/21/2024 21:34:40,16.568,,,,,
79,10/21/2024 21:44:40,16.578,,,,,
80,10/21/2024 21:54:40,16.450,,,,,
81,10/21/2024 22:04:40,16.342,,,,,
82,10/21/2024 22:14:40,16.117,,,,,
83,10/21/2024 22:24:40,16.149,,,,,
84,10/21/2024 22:34:40,16.256,,,,,
85,10/21/2024 22:44:40,16.353,,,,,
86,10/21/2024 22:54:40,16.396,,,,,
87,10/21/2024 23:04:40,16.396,,,,,
88,10/21/2024 23:14:40,16.482,,,,,
89,10/21/2024 23:24:40,16.503,,,,,
90,10/21/2024 23:34:40,16.525,,,,,
91,10/21/2024 23:44:40,16.514,,,,,
92,10/21/2024 23:54:40,16.503,,,,,
93,10/22/2024 00:04:40,16.535,,,,,
94,10/22/2024 00:14:40,16.546,,,,,
95,10/22/2024 00:24:40,16.514,,,,,
96,10/22/2024 00:34:40,16.514,,,,,
97,10/22/2024 00:44:40,16.503,,,,,
98,10/22/2024 00:54:40,16.482,,,,,
99,10/22/2024 01:04:40,16.460,,,,,
100,10/22/2024 01:14:40,16.450,,,,,
101,10/22/2024 01:24:40,16.428,,,,,
102,10/22/2024 01:34:40,16.396,,,,,
103,10/22/2024 01:44:40,16.396,,,,,
104,10/22/2024 01:54:40,16.396,,,,,
105,10/22/2024 02:04:40,16.374,,,,,
106,10/22/2024 02:14:40,16.374,,,,,
107,10/22/2024 02:24:40,16.374,,,,,
108,10/22/2024 02:34:40,16.374,,,,,
109,10/22/2024 02:44:40,16.364,,,,,
110,10/22/2024 02:54:40,16.353,,,,,
111,10/22/2024 03:04:40,16.353,,,,,
112,10/22/2024 03:14:40,16.353,,,,,
113,10/22/2024 03:24:40,16.342,,,,,
114,10/22/2024 03:34:40,16.342,,,,,
115,10/22/2024 03:44:40,16.342,,,,,
116,10/22/2024 03:54:40,16.342,,,,,
117,10/22/2024 04:04:40,16.342,,,,,
118,10/22/2024 04:14:40,16.342,,,,,
119,10/22/2024 04:24:40,16.310,,,,,
120,10/22/2024 04:34:40,16.310,,,,,
121,10/22/2024 04:44:40,16.299,,,,,
122,10/22/2024 04:54:40,16.289,,,,,
123,10/22/2024 05:04:40,16.289,,,,,
124,10/22/2024 05:14:40,16.256,,,,,
125,10/22/2024 05:24:40,16.214,,,,,
126,10/22/2024 05:34:40,16.160,,,,,
127,10/22/2024 05:44:40,16.138,,,,,
128,10/22/2024 05:54:40,16.138,,,,,
129,10/22/2024 06:04:40,16.138,,,,,
130,10/22/2024 06:14:40,16.117,,,,,
131,10/22/2024 06:24:40,16.106,,,,,
132,10/22/2024 06:34:40,16.085,,,,,
133,10/22/2024 06:44:40,16.053,,,,,
134,10/22/2024 06:54:40,16.010,,,,,
135,10/22/2024 07:04:40,15.978,,,,,
136,10/22/2024 07:14:40,15.935,,,,,
137,10/22/2024 07:24:40,15.892,,,,,
138,10/22/2024 07:34:40,15.849,,,,,
139,10/22/2024 07:44:40,15.817,,,,,
140,10/22/2024 07:54:40,15.774,,,,,
141,10/22/2024 08:04:40,15.742,,,,,
142,10/22/2024 08:14:40,15.667,,,,,
143,10/22/2024 08:24:40,15.645,,,,,
144,10/22/2024 08:34:40,15.667,,,,,
145,10/22/2024 08:44:40,15.688,,,,,
146,10/22/2024 08:54:40,15.742,,,,,
147,10/22/2024 09:04:40,15.795,,,,,
148,10/22/2024 09:14:40,15.795,,,,,
149,10/22/2024 09:24:40,15.763,,,,,
150,10/22/2024 09:34:40,15.849,,,,,
151,10/22/2024 09:44:40,15.956,,,,,
152,10/22/2024 09:54:40,16.031,,,,,
153,10/22/2024 10:04:40,16.138,,,,,
154,10/22/2024 10:14:40,16.214,,,,,
155,10/22/2024 10:24:40,16.224,,,,,
156,10/22/2024 10:34:40,16.224,,,,,
157,10/22/2024 10:44:40,16.117,,,,,
158,10/22/2024 10:54:40,16.171,,,,,
159,10/22/2024 11:04:40,16.192,,,,,
160,10/22/2024 11:14:40,16.385,,,,,
161,10/22/2024 11:24:40,16.428,,,,,
162,10/22/2024 11:34:40,16.535,,,,,
163,10/22/2024 11:44:40,16.718,,,,,
164,10/22/2024 11:54:40,16.943,,,,,
165,10/22/2024 12:04:40,17.007,,,,,
166,10/22/2024 12:14:40,17.125,,,,,
167,10/22/2024 12:24:40,17.265,,,,,
168,10/22/2024 12:34:40,17.404,,,,,
169,10/22/2024 12:44:40,17.522,,,,,
170,10/22/2024 12:54:40,17.565,,,,,
171,10/22/2024 13:04:40,17.565,,,,,
172,10/22/2024 13:14:40,17.576,,,,,
173,10/22/2024 13:24:40,17.522,,,,,
174,10/22/2024 13:34:40,17.576,,,,,
175,10/22/2024 13:44:40,17.533,,,,,
176,10/22/2024 13:54:40,17.608,,,,,
177,10/22/2024 14:04:40,17.608,,,,,
178,10/22/2024 14:14:40,17.543,,,,,
179,10/22/2024 14:24:40,17.447,,,,,
180,10/22/2024 14:34:40,17.393,,,,,
181,10/22/2024 14:44:40,17.426,,,,,
182,10/22/2024 14:54:40,17.340,,,,,
183,10/22/2024 15:04:40,17.350,,,,,
184,10/22/2024 15:14:40,17.350,,,,,
185,10/22/2024 15:24:40,17.297,,,,,
186,10/22/2024 15:34:40,17.254,,,,,
187,10/22/2024 15:44:40,17.179,,,,,
188,10/22/2024 15:54:40,17.114,,,,,
189,10/22/2024 16:04:40,17.072,,,,,
190,10/22/2024 16:14:40,17.061,,,,,
191,10/22/2024 16:24:40,17.061,,,,,
192,10/22/2024 16:34:40,17.093,,,,,
193,10/22/2024 16:44:40,17.232,,,,,
194,10/22/2024 16:54:40,17.318,,,,,
195,10/22/2024 17:04:40,17.404,,,,,
196,10/22/2024 17:14:40,17.501,,,,,
197,10/22/2024 17:24:40,17.511,,,,,
198,10/22/2024 17:34:40,17.490,,,,,
199,10/22/2024 17:44:40,17.522,,,,,
200,10/22/2024 17:54:40,17.576,,,,,
201,10/22/2024 18:04:40,17.629,,,,,
202,10/22/2024 18:14:40,17.726,,,,,
203,10/22/2024 18:24:40,17.769,,,,,
204,10/22/2024 18:34:40,17.833,,,,,
205,10/22/2024 18:44:40,17.897,,,,,
206,10/22/2024 18:54:40,17.951,,,,,
207,10/22/2024 19:04:40,17.972,,,,,
208,10/22/2024 19:14:40,18.005,,,,,
209,10/22/2024 19:24:40,18.015,,,,,
210,10/22/2024 19:34:40,18.026,,,,,
211,10/22/2024 19:44:40,18.037,,,,,
212,10/22/2024 19:54:40,18.058,,,,,
213,10/22/2024 20:04:40,18.080,,,,,
214,10/22/2024 20:14:40,18.080,,,,,
215,10/22/2024 20:24:40,18.015,,,,,
216,10/22/2024 20:34:40,17.983,,,,,
217,10/22/2024 20:44:40,17.962,,,,,
218,10/22/2024 20:54:40,17.962,,,,,
219,10/22/2024 21:04:40,18.015,,,,,
220,10/22/2024 21:14:40,18.015,,,,,
221,10/22/2024 21:24:40,17.994,,,,,
222,10/22/2024 21:34:40,17.972,,,,,
223,10/22/2024 21:44:40,17.972,,,,,
224,10/22/2024 21:54:40,17.951,,,,,
225,10/22/2024 22:04:40,17.962,,,,,
226,10/22/2024 22:14:40,17.951,,,,,
227,10/22/2024 22:24:40,17.930,,,,,
228,10/22/2024 22:34:40,17.865,,,,,
229,10/22/2024 22:44:40,17.779,,,,,
230,10/22/2024 22:54:40,17.726,,,,,
231,10/22/2024 23:04:40,17.608,,,,,
232,10/22/2024 23:14:40,17.565,,,,,
233,10/22/2024 23:24:40,17.565,,,,,
234,10/22/2024 23:34:40,17.683,,,,,
235,10/22/2024 23:44:40,17.694,,,,,
236,10/22/2024 23:54:40,17.522,,,,,
237,10/23/2024 00:04:40,17.350,,,,,
238,10/23/2024 00:14:40,17.329,,,,,
239,10/23/2024 00:24:40,17.372,,,,,
240,10/23/2024 00:34:40,17.318,,,,,
241,10/23/2024 00:44:40,17.308,,,,,
242,10/23/2024 00:54:40,17.265,,,,,
243,10/23/2024 01:04:40,17.243,,,,,
244,10/23/2024 01:14:40,17.200,,,,,
245,10/23/2024 01:24:40,17.147,,,,,
246,10/23/2024 01:34:40,17.114,,,,,
247,10/23/2024 01:44:40,17.114,,,,,
248,10/23/2024 01:54:40,17.093,,,,,
249,10/23/2024 02:04:40,17.061,,,,,
250,10/23/2024 02:14:40,17.039,,,,,
251,10/23/2024 02:24:40,17.029,,,,,
252,10/23/2024 02:34:40,16.997,,,,,
253,10/23/2024 02:44:40,16.954,,,,,
254,10/23/2024 02:54:40,16.921,,,,,
255,10/23/2024 03:04:40,16.900,,,,,
256,10/23/2024 03:14:40,16.889,,,,,
257,10/23/2024 03:24:40,16.868,,,,,
258,10/23/2024 03:34:40,16.879,,,,,
259,10/23/2024 03:44:40,16.889,,,,,
260,10/23/2024 03:54:40,16.921,,,,,
261,10/23/2024 04:04:40,16.943,,,,,
262,10/23/2024 04:14:40,16.943,,,,,
263,10/23/2024 04:24:40,16.943,,,,,
264,10/23/2024 04:34:40,16.943,,,,,
265,10/23/2024 04:44:40,16.943,,,,,
266,10/23/2024 04:54:40,16.932,,,,,
267,10/23/2024 05:04:40,16.932,,,,,
268,10/23/2024 05:14:40,16.921,,,,,
269,10/23/2024 05:24:40,16.889,,,,,
270,10/23/2024 05:34:40,16.857,,,,,
271,10/23/2024 05:44:40,16.857,,,,,
272,10/23/2024 05:54:40,16.836,,,,,
273,10/23/2024 06:04:40,16.803,,,,,
274,10/23/2024 06:14:40,16.771,,,,,
275,10/23/2024 06:24:40,16.739,,,,,
276,10/23/2024 06:34:40,16.685,,,,,
277,10/23/2024 06:44:40,16.632,,,,,
278,10/23/2024 06:54:40,16.632,,,,,
279,10/23/2024 07:04:40,16.610,,,,,
280,10/23/2024 07:14:40,16.600,,,,,
281,10/23/2024 07:24:40,16.600,,,,,
282,10/23/2024 07:34:40,16.578,,,,,
283,10/23/2024 07:44:40,16.557,,,,,
284,10/23/2024 07:54:40,16.525,,,,,
285,10/23/2024 08:04:40,16.492,,,,,
286,10/23/2024 08:14:40,16.482,,,,,
287,10/23/2024 08:24:40,16.460,,,,,
288,10/23/2024 08:34:40,16.439,,,,,
289,10/23/2024 08:44:40,16.428,,,,,
290,10/23/2024 08:54:40,16.428,,,,,
291,10/23/2024 09:04:40,16.428,,,,,
292,10/23/2024 09:14:40,16.428,,,,,
293,10/23/2024 09:24:40,16.439,,,,,
294,10/23/2024 09:34:40,16.460,,,,,
295,10/23/2024 09:44:40,16.439,,,,,
296,10/23/2024 09:54:40,16.535,,,,,
297,10/23/2024 10:04:40,16.643,,,,,
298,10/23/2024 10:14:40,16.696,,,,,
299,10/23/2024 10:24:40,16.793,,,,,
300,10/23/2024 10:34:40,16.900,,,,,
301,10/23/2024 10:44:40,16.921,,,,,
302,10/23/2024 10:54:40,17.018,,,,,
303,10/23/2024 11:04:40,17.200,,,,,
304,10/23/2024 11:14:40,17.190,,,,,
305,10/23/2024 11:24:40,17.350,,,,,
306,10/23/2024 11:34:40,17.297,,,,,
307,10/23/2024 11:44:40,17.254,,,,,
308,10/23/2024 11:54:40,17.179,,,,,
309,10/23/2024 12:04:40,17.200,,,,,
310,10/23/2024 12:14:40,17.190,,,,,
311,10/23/2024 12:24:40,17.232,,,,,
312,10/23/2024 12:34:40,17.350,,,,,
313,10/23/2024 12:44:40,17.479,,,,,
314,10/23/2024 12:54:40,17.576,,,,,
315,10/23/2024 13:04:40,17.576,,,,,
316,10/23/2024 13:14:40,17.608,,,,,
317,10/23/2024 13:24:40,17.629,,,,,
318,10/23/2024 13:34:40,17.640,,,,,
319,10/23/2024 13:44:40,17.672,,,,,
320,10/23/2024 13:54:40,17.704,,,,,
321,10/23/2024 14:04:40,17.737,,,,,
322,10/23/2024 14:14:40,17.779,,,,,
323,10/23/2024 14:24:40,17.801,,,,,
324,10/23/2024 14:34:40,17.812,,,,,
325,10/23/2024 14:44:40,17.833,,,,,
326,10/23/2024 14:54:40,17.844,,,,,
327,10/23/2024 15:04:40,17.865,,,,,
328,10/23/2024 15:14:40,17.876,,,,,
329,10/23/2024 15:24:40,17.897,,,,,
330,10/23/2024 15:34:40,17.876,,,,,
331,10/23/2024 15:44:40,17.855,,,,,
332,10/23/2024 15:54:40,17.855,,,,,
333,10/23/2024 16:04:40,17.855,,,,,
334,10/23/2024 16:14:40,17.876,,,,,
335,10/23/2024 16:24:40,17.865,,,,,
336,10/23/2024 16:34:40,17.865,,,,,
337,10/23/2024 16:44:40,17.865,,,,,
338,10/23/2024 16:54:40,17.876,,,,,
339,10/23/2024 17:04:40,17.897,,,,,
340,10/23/2024 17:14:40,17.908,,,,,
341,10/23/2024 17:24:40,17.897,,,,,
342,10/23/2024 17:34:40,17.897,,,,,
343,10/23/2024 17:44:40,17.897,,,,,
344,10/23/2024 17:54:40,17.887,,,,,
345,10/23/2024 18:04:40,17.897,,,,,
346,10/23/2024 18:14:40,17.897,,,,,
347,10/23/2024 18:24:40,17.897,,,,,
348,10/23/2024 18:34:40,17.919,,,,,
349,10/23/2024 18:44:40,17.908,,,,,
350,10/23/2024 18:54:40,17.930,,,,,
351,10/23/2024 19:04:40,17.962,,,,,
352,10/23/2024 19:14:40,17.972,,,,,
353,10/23/2024 19:24:40,17.962,,,,,
354,10/23/2024 19:34:40,17.983,,,,,
355,10/23/2024 19:44:40,18.015,,,,,
356,10/23/2024 19:54:40,18.037,,,,,
357,10/23/2024 20:04:40,18.069,,,,,
358,10/23/2024 20:14:40,18.101,,,,,
359,10/23/2024 20:24:40,18.112,,,,,
360,10/23/2024 20:34:40,18.133,,,,,
361,10/23/2024 20:44:40,18.155,,,,,
362,10/23/2024 20:54:40,18.176,,,,,
363,10/23/2024 21:04:40,18.176,,,,,
364,10/23/2024 21:14:40,18.144,,,,,
365,10/23/2024 21:24:40,18.058,,,,,
366,10/23/2024 21:34:40,18.015,,,,,
367,10/23/2024 21:44:40,17.983,,,,,
368,10/23/2024 21:54:40,18.005,,,,,
369,10/23/2024 22:04:40,18.015,,,,,
370,10/23/2024 22:14:40,18.037,,,,,
371,10/23/2024 22:24:40,18.048,,,,,
372,10/23/2024 22:34:40,18.037,,,,,
373,10/23/2024 22:44:40,18.005,,,,,
374,10/23/2024 22:54:40,17.994,,,,,
375,10/23/2024 23:04:40,17.983,,,,,
376,10/23/2024 23:14:40,17.994,,,,,
377,10/23/2024 23:24:40,17.994,,,,,
378,10/23/2024 23:34:40,17.983,,,,,
379,10/23/2024 23:44:40,17.962,,,,,
380,10/23/2024 23:54:40,17.962,,,,,
381,10/24/2024 00:04:40,17.940,,,,,
382,10/24/2024 00:14:40,17.930,,,,,
383,10/24/2024 00:24:40,17.908,,,,,
384,10/24/2024 00:34:40,17.930,,,,,
385,10/24/2024 00:44:40,17.930,,,,,
386,10/24/2024 00:54:40,17.833,,,,,
387,10/24/2024 01:04:40,17.704,,,,,
388,10/24/2024 01:14:40,17.694,,,,,
389,10/24/2024 01:24:40,17.661,,,,,
390,10/24/2024 01:34:40,17.640,,,,,
391,10/24/2024 01:44:40,17.586,,,,,
392,10/24/2024 01:54:40,17.522,,,,,
393,10/24/2024 02:04:40,17.479,,,,,
394,10/24/2024 02:14:40,17.458,,,,,
395,10/24/2024 02:24:40,17.415,,,,,
396,10/24/2024 02:34:40,17.404,,,,,
397,10/24/2024 02:44:40,17.404,,,,,
398,10/24/2024 02:54:40,17.404,,,,,
399,10/24/2024 03:04:40,17.415,,,,,
400,10/24/2024 03:14:40,17.426,,,,,
401,10/24/2024 03:24:40,17.426,,,,,
402,10/24/2024 03:34:40,17.436,,,,,
403,10/24/2024 03:44:40,17.436,,,,,
404,10/24/2024 03:54:40,17.436,,,,,
405,10/24/2024 04:04:40,17.426,,,,,
406,10/24/2024 04:14:40,17.426,,,,,
407,10/24/2024 04:24:40,17.415,,,,,
408,10/24/2024 04:34:40,17.404,,,,,
409,10/24/2024 04:44:40,17.404,,,,,
410,10/24/2024 04:54:40,17.393,,,,,
411,10/24/2024 05:04:40,17.383,,,,,
412,10/24/2024 05:14:40,17.383,,,,,
413,10/24/2024 05:24:40,17.383,,,,,
414,10/24/2024 05:34:40,17.372,,,,,
415,10/24/2024 05:44:40,17.372,,,,,
416,10/24/2024 05:54:40,17.372,,,,,
417,10/24/2024 06:04:40,17.361,,,,,
418,10/24/2024 06:14:40,17.361,,,,,
419,10/24/2024 06:24:40,17.350,,,,,
420,10/24/2024 06:34:40,17.350,,,,,
421,10/24/2024 06:44:40,17.361,,,,,
422,10/24/2024 06:54:40,17.350,,,,,
423,10/24/2024 07:04:40,17.329,,,,,
424,10/24/2024 07:14:40,17.318,,,,,
425,10/24/2024 07:24:40,17.318,,,,,
426,10/24/2024 07:34:40,17.297,,,,,
427,10/24/2024 07:44:40,17.275,,,,,
428,10/24/2024 07:54:40,17.232,,,,,
429,10/24/2024 08:04:40,17.232,,,,,
430,10/24/2024 08:14:40,17.179,,,,,
431,10/24/2024 08:24:40,17.147,,,,,
432,10/24/2024 08:34:40,17.104,,,,,
433,10/24/2024 08:44:40,17.093,,,,,
434,10/24/2024 08:54:40,17.072,,,,,
435,10/24/2024 09:04:40,17.050,,,,,
436,10/24/2024 09:14:40,17.050,,,,,
437,10/24/2024 09:24:40,17.029,,,,,
438,10/24/2024 09:34:40,17.039,,,,,
439,10/24/2024 09:44:40,17.061,,,,,
440,10/24/2024 09:54:40,17.104,,,,,
441,10/24/2024 10:04:40,17.104,,,,,
442,10/24/2024 10:14:40,17.147,,,,,
443,10/24/2024 10:24:40,17.157,,,,,
444,10/24/2024 10:34:40,17.200,,,,,
445,10/24/2024 10:44:40,17.265,,,,,
446,10/24/2024 10:54:40,17.297,,,,,
447,10/24/2024 11:04:40,17.318,,,,,
448,10/24/2024 11:14:40,17.426,,,,,
449,10/24/2024 11:24:40,17.576,,,,,
450,10/24/2024 11:34:40,17.694,,,,,
451,10/24/2024 11:44:40,17.747,,,,,
452,10/24/2024 11:54:40,17.812,,,,,
453,10/24/2024 12:04:40,17.930,,,,,
454,10/24/2024 12:14:40,18.037,,,,,
455,10/24/2024 12:24:40,18.090,,,,,
456,10/24/2024 12:34:40,18.155,,,,,
457,10/24/2024 12:44:40,18.015,,,,,
458,10/24/2024 12:54:40,17.930,,,,,
459,10/24/2024 13:04:40,17.897,,,,,
460,10/24/2024 13:14:40,17.747,,,,,
461,10/24/2024 13:24:40,17.737,,,,,
462,10/24/2024 13:34:40,17.694,,,,,
463,10/24/2024 13:44:40,17.704,,,,,
464,10/24/2024 13:54:40,17.737,,,,,
465,10/24/2024 14:04:40,17.779,,,,,
466,10/24/2024 14:14:40,17.812,,,,,
467,10/24/2024 14:24:40,17.812,,,,,
468,10/24/2024 14:34:40,17.844,,,,,
469,10/24/2024 14:44:40,17.865,,,,,
470,10/24/2024 14:54:40,17.855,,,,,
471,10/24/2024 15:04:40,17.865,,,,,
472,10/24/2024 15:14:40,17.844,,,,,
473,10/24/2024 15:24:40,17.833,,,,,
474,10/24/2024 15:34:40,17.812,,,,,
475,10/24/2024 15:44:40,17.779,,,,,
476,10/24/2024 15:54:40,17.747,,,,,
477,10/24/2024 16:04:40,17.747,,,,,
478,10/24/2024 16:14:40,17.726,,,,,
479,10/24/2024 16:24:40,17.704,,,,,
480,10/24/2024 16:34:40,17.694,,,,,
481,10/24/2024 16:44:40,17.683,,,,,
482,10/24/2024 16:54:40,17.661,,,,,
483,10/24/2024 17:04:40,17.651,,,,,
484,10/24/2024 17:14:40,17.619,,,,,
485,10/24/2024 17:24:40,17.619,,,,,
486,10/24/2024 17:34:40,17.608,,,,,
487,10/24/2024 17:44:40,17.608,,,,,
488,10/24/2024 17:54:40,17.586,,,,,
489,10/24/2024 18:04:40,17.586,,,,,
490,10/24/2024 18:14:40,17.565,,,,,
491,10/24/2024 18:24:40,17.533,,,,,
492,10/24/2024 18:34:40,17.522,,,,,
493,10/24/2024 18:44:40,17.533,,,,,
494,10/24/2024 18:54:40,17.522,,,,,
495,10/24/2024 19:04:40,17.511,,,,,
496,10/24/2024 19:14:40,17.511,,,,,
497,10/24/2024 19:24:40,17.490,,,,,
498,10/24/2024 19:34:40,17.468,,,,,
499,10/24/2024 19:44:40,17.447,,,,,
500,10/24/2024 19:54:40,17.404,,,,,
501,10/24/2024 20:04:40,17.393,,,,,
502,10/24/2024 20:14:40,17.350,,,,,
503,10/24/2024 20:24:40,17.318,,,,,
504,10/24/2024 20:34:40,17.265,,,,,
505,10/24/2024 20:44:40,17.254,,,,,
506,10/24/2024 20:54:40,17.222,,,,,
507,10/24/2024 21:04:40,17.200,,,,,
508,10/24/2024 21:14:40,17.190,,,,,
509,10/24/2024 21:24:40,17.179,,,,,
510,10/24/2024 21:34:40,17.168,,,,,
511,10/24/2024 21:44:40,17.114,,,,,
512,10/24/2024 21:54:40,17.093,,,,,
513,10/24/2024 22:04:40,17.061,,,,,
514,10/24/2024 22:14:40,17.007,,,,,
515,10/24/2024 22:24:40,16.964,,,,,
516,10/24/2024 22:34:40,16.868,,,,,
517,10/24/2024 22:44:40,16.793,,,,,
518,10/24/2024 22:54:40,16.707,,,,,
519,10/24/2024 23:04:40,16.578,,,,,
520,10/24/2024 23:14:40,16.482,,,,,
521,10/24/2024 23:24:40,16.374,,,,,
522,10/24/2024 23:34:40,16.278,,,,,
523,10/24/2024 23:44:40,16.224,,,,,
524,10/24/2024 23:54:40,16.203,,,,,
525,10/25/2024 00:04:40,16.138,,,,,
526,10/25/2024 00:14:40,16.063,,,,,
527,10/25/2024 00:24:40,15.999,,,,,
528,10/25/2024 00:34:40,15.892,,,,,
529,10/25/2024 00:44:40,15.881,,,,,
530,10/25/2024 00:54:40,15.860,,,,,
531,10/25/2024 01:04:40,15.795,,,,,
532,10/25/2024 01:14:40,15.688,,,,,
533,10/25/2024 01:24:40,15.677,,,,,
534,10/25/2024 01:34:40,15.688,,,,,
535,10/25/2024 01:44:40,15.763,,,,,
536,10/25/2024 01:54:40,16.310,,,,,
537,10/25/2024 02:04:40,16.310,,,,,
538,10/25/2024 02:14:40,16.299,,,,,
539,10/25/2024 02:24:40,16.332,,,,,
540,10/25/2024 02:34:40,16.482,,,,,
541,10/25/2024 02:44:40,16.568,,,,,
542,10/25/2024 02:54:40,16.621,,,,,
543,10/25/2024 03:04:40,16.621,,,,,
544,10/25/2024 03:14:40,16.568,,,,,
545,10/25/2024 03:24:40,16.589,,,,,
546,10/25/2024 03:34:40,16.578,,,,,
547,10/25/2024 03:44:40,16.632,,,,,
548,10/25/2024 03:54:40,16.675,,,,,
549,10/25/2024 04:04:40,16.707,,,,,
550,10/25/2024 04:14:40,16.728,,,,,
551,10/25/2024 04:24:40,16.718,,,,,
552,10/25/2024 04:34:40,16.718,,,,,
553,10/25/2024 04:44:40,16.718,,,,,
554,10/25/2024 04:54:40,16.696,,,,,
555,10/25/2024 05:04:40,16.675,,,,,
556,10/25/2024 05:14:40,16.664,,,,,
557,10/25/2024 05:24:40,16.643,,,,,
558,10/25/2024 05:34:40,16.632,,,,,
559,10/25/2024 05:44:40,16.610,,,,,
560,10/25/2024 05:54:40,16.600,,,,,
561,10/25/2024 06:04:40,16.568,,,,,
562,10/25/2024 06:14:40,16.546,,,,,
563,10/25/2024 06:24:40,16.535,,,,,
564,10/25/2024 06:34:40,16.525,,,,,
565,10/25/2024 06:44:40,16.514,,,,,
566,10/25/2024 06:54:40,16.503,,,,,
567,10/25/2024 07:04:40,16.492,,,,,
568,10/25/2024 07:14:40,16.482,,,,,
569,10/25/2024 07:24:40,16.460,,,,,
570,10/25/2024 07:34:40,16.439,,,,,
571,10/25/2024 07:44:40,16.428,,,,,
572,10/25/2024 07:54:40,16.396,,,,,
573,10/25/2024 08:04:40,16.374,,,,,
574,10/25/2024 08:14:40,16.310,,,,,
575,10/25/2024 08:24:40,16.321,,,,,
576,10/25/2024 08:34:40,16.342,,,,,
577,10/25/2024 08:44:40,16.289,,,,,
578,10/25/2024 08:54:40,16.289,,,,,
579,10/25/2024 09:04:40,16.246,,,,,
