"data_all.Sample_ID","data_all.Date_collected","data_all.Site","data_all.Sex1","data_all.Stage1","data_all.Sex2","data_all.Stage2","data_all.sex_results","data_all.score_results"
"0723LAUR_26",2023-07-17,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0723LAUR_27",2023-07-17,"LAUR","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0723LAUR_28",2023-07-17,"LAUR","Male","6_Post_Spawning",NA,NA,NA,NA
"0723LAUR_29",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_30",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0724FENC_01",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_02",2024-07-01,"FENC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0724FENC_03",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_04",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_05",2024-07-01,"FENC","Male","6_Post_Spawning","Male","4_Late_Mature","TRUE","FALSE"
"0724FENC_06",2024-07-01,"FENC","Female","7_Reabsorbing","Female","6_Post_Spawning","TRUE","FALSE"
"0724FENC_07",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_08",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_09",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_10",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_11",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_12",2024-07-01,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0724FENC_13",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_14",2024-07-01,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0724FENC_15",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_16",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_17",2024-07-01,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0724FENC_18",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_19",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_20",2024-07-01,"FENC","Hermaphrodite","4_Late_Mature","Hermaphrodite","3_Early_Active","TRUE","FALSE"
"0724FENC_21",2024-07-01,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0724FENC_22",2024-07-01,"FENC","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0724FENC_23",2024-07-01,"FENC","Male","4_Late_Mature","Male","6_Post_Spawning","TRUE","FALSE"
"0724FENC_24",2024-07-01,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724FENC_25",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_26",2024-07-01,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0724FENC_27",2024-07-01,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0724FENC_28",2024-07-01,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724FENC_29",2024-07-01,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724FENC_30",2024-07-01,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_01",2024-07-22,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0724GOLD_02",2024-07-22,"GOLD","Male","7_Reabsorbing","Male","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_03",2024-07-22,"GOLD","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0724GOLD_04",2024-07-22,"GOLD","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0724GOLD_05",2024-07-22,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_06",2024-07-22,"GOLD","Male","5_Spawning","Male","6_Post_Spawning","TRUE","FALSE"
"0724GOLD_07",2024-07-22,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724GOLD_08",2024-07-22,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0724GOLD_09",2024-07-22,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_10",2024-07-22,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724GOLD_11",2024-07-22,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_12",2024-07-22,"GOLD","Male","4_Late_Mature","Male","6_Post_Spawning","TRUE","FALSE"
"0724GOLD_13",2024-07-22,"GOLD","Male","5_Spawning","Male","4_Late_Mature","TRUE","FALSE"
"0724GOLD_14",2024-07-22,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0724GOLD_15",2024-07-22,"GOLD","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_16",2024-07-22,"GOLD","Female","7_Reabsorbing","Female","6_Post_Spawning","TRUE","FALSE"
"0724GOLD_17",2024-07-22,"GOLD","Male","7_Reabsorbing","Male","6_Post_Spawning","TRUE","FALSE"
"0724GOLD_18",2024-07-22,"GOLD","Female","5_Spawning","Female","4_Late_Mature","TRUE","FALSE"
"0724GOLD_19",2024-07-22,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0724GOLD_20",2024-07-22,"GOLD","Female","6_Post_Spawning","Female","4_Late_Mature","TRUE","FALSE"
"0724GOLD_21",2024-07-22,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0724GOLD_22",2024-07-22,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0724GOLD_23",2024-07-22,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_24",2024-07-22,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0724GOLD_25",2024-07-22,"GOLD","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0724GOLD_26",2024-07-22,"GOLD","Male","7_Reabsorbing","Male","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_27",2024-07-22,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0724GOLD_28",2024-07-22,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_01",2023-08-07,"ASHC","Female","7_Reabsorbing","ND","2_Developing","FALSE","FALSE"
"0823ASHC_02",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","7_Reabsorbing","TRUE","FALSE"
"0823ASHC_03",2023-08-07,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0823ASHC_04",2023-08-07,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823ASHC_05",2023-08-07,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823ASHC_06",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0823ASHC_07",2023-08-07,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823ASHC_08",2023-08-07,"ASHC","Female","3_Early_Active","Female","4_Late_Mature","TRUE","FALSE"
"0823ASHC_09",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_10",2023-08-07,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0823ASHC_11",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_12",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","4_Late_Mature","TRUE","FALSE"
"0823ASHC_13",2023-08-07,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0823ASHC_14",2023-08-07,"ASHC","Male","6_Post_Spawning","Male","4_Late_Mature","TRUE","FALSE"
"0823ASHC_15",2023-08-07,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823ASHC_16",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_17",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_18",2023-08-07,"ASHC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823ASHC_19",2023-08-07,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823ASHC_20",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_21",2023-08-07,"ASHC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_22",2023-08-07,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823ASHC_23",2023-08-07,"ASHC","Female","3_Early_Active","Female","6_Post_Spawning","TRUE","FALSE"
"0823ASHC_24",2023-08-07,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823ASHC_25",2023-08-07,"ASHC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823ASHC_26",2023-08-07,"ASHC","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0823ASHC_27",2023-08-07,"ASHC","ND","7_Reabsorbing","ND","2_Developing","TRUE","FALSE"
"0823ASHC_28",2023-08-07,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823ASHC_29",2023-08-07,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0823ASHC_30",2023-08-07,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823FENC_01",2023-08-09,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823FENC_02",2023-08-09,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823FENC_03",2023-08-09,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0823FENC_04",2023-08-09,"FENC","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0823FENC_05",2023-08-09,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823FENC_06",2023-08-09,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823FENC_07",2023-08-09,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0823FENC_08",2023-08-09,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0823FENC_09",2023-08-09,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823FENC_10",2023-08-09,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823FENC_11",2023-08-09,"FENC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0823FENC_12",2023-08-09,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0823FENC_13",2023-08-09,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823FENC_14",2023-08-09,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823FENC_15",2023-08-09,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0823FENC_16",2023-08-09,"FENC","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0823FENC_17",2023-08-09,"FENC","Male","6_Post_Spawning","Male","7_Reabsorbing","TRUE","FALSE"
"0823FENC_18",2023-08-09,"FENC","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823FENC_19",2023-08-09,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823FENC_20",2023-08-09,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823FENC_21",2023-08-09,"FENC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0823FENC_22",2023-08-09,"FENC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0823FENC_23",2023-08-09,"FENC","Female","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0823FENC_24",2023-08-09,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823FENC_25",2023-08-09,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823FENC_26",2023-08-09,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823FENC_27",2023-08-09,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823FENC_28",2023-08-09,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0823FENC_29",2023-08-09,"FENC","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823FENC_30",2023-08-09,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_01",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_02",2023-08-14,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0823GOLD_03",2023-08-14,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823GOLD_04",2023-08-14,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823GOLD_05",2023-08-14,"GOLD","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0823GOLD_06",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_07",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_08",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_09",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823GOLD_10",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823GOLD_11",2023-08-14,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0823GOLD_12",2023-08-14,"GOLD","Male","5_Spawning","Male","4_Late_Mature","TRUE","FALSE"
"0823GOLD_13",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_14",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823GOLD_15",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_16",2023-08-14,"GOLD","Female","5_Spawning","Female","4_Late_Mature","TRUE","FALSE"
"0823GOLD_17",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0823GOLD_18",2023-08-14,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823GOLD_19",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_20",2023-08-14,"GOLD","Male","7_Reabsorbing","Male","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_21",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0823GOLD_22",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_23",2023-08-14,"GOLD","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_24",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0823GOLD_25",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823GOLD_26",2023-08-14,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0823GOLD_27",2023-08-14,"GOLD","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_28",2023-08-14,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823GOLD_30",2023-08-14,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_01",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_02",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_03",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_04",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_05",2023-08-14,"LAUR","ND","1_Inactive_Indeterminate","ND","7_Reabsorbing","TRUE","FALSE"
"0823LAUR_06",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_07",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_08",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_09",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_10",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_11",2023-08-14,"LAUR","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0823LAUR_12",2023-08-14,"LAUR","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0823LAUR_13",2023-08-14,"LAUR","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0823LAUR_14",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_15",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_16",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_17",2023-08-14,"LAUR","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823LAUR_18",2023-08-14,"LAUR","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_20",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_21",2023-08-14,"LAUR","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0823LAUR_22",2023-08-14,"LAUR","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0823LAUR_23",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_24",2023-08-14,"LAUR","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_25",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_26",2023-08-14,"LAUR","ND","7_Reabsorbing","Male","7_Reabsorbing","FALSE","TRUE"
"0823LAUR_27",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_28",2023-08-14,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0823LAUR_29",2023-08-14,"LAUR","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_01",2024-08-26,"ASHC","Male","4_Late_Mature","Male","6_Post_Spawning","TRUE","FALSE"
"0824ASHC_02",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_03",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_04",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_05",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_06",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_07",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_08",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_09",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_10",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_11",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_12",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_13",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_14",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_15",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_16",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_17",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_18",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_19",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_20",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_21",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_22",2024-08-26,"ASHC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_23",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_24",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_25",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_26",2024-08-26,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824ASHC_27",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_28",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_29",2024-08-26,"ASHC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824ASHC_30",2024-08-26,"ASHC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824FENC_01",2024-08-27,"FENC","Female","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0824FENC_02",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_03",2024-08-27,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824FENC_04",2024-08-27,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824FENC_05",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_06",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_07",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_08",2024-08-27,"FENC","Male","7_Reabsorbing","Male","7_Reabsorbing","TRUE","TRUE"
"0824FENC_09",2024-08-27,"FENC","ND","7_Reabsorbing","Female","7_Reabsorbing","FALSE","TRUE"
"0824FENC_10",2024-08-27,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824FENC_11",2024-08-27,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0824FENC_12",2024-08-27,"FENC","Male","7_Reabsorbing","Male","7_Reabsorbing","TRUE","TRUE"
"0824FENC_13",2024-08-27,"FENC","Male","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0824FENC_14",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_15",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_16",2024-08-27,"FENC","Female","7_Reabsorbing","Female","6_Post_Spawning","TRUE","FALSE"
"0824FENC_17",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_18",2024-08-27,"FENC","ND","0_Castrated","ND","0_Castrated","TRUE","TRUE"
"0824FENC_19",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_20",2024-08-27,"FENC","Female","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0824FENC_21",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_22",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_23",2024-08-27,"FENC","Female","7_Reabsorbing","Female","6_Post_Spawning","TRUE","FALSE"
"0824FENC_24",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_25",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_26",2024-08-27,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0824FENC_27",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_28",2024-08-27,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0824FENC_29",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0824FENC_30",2024-08-27,"FENC","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
